,WorkOrderNumber,DateCreated,DatePrinted,ProductNumber,ControlType,ControlPosition,StackPosition,HeadrailType,TrackWidthNumeric,TrackWidthFraction,LouverQty,FinalLouverLengthNumeric,FinalLouverLengthFraction,LouverComponentNumber,LouverComponentDesc,ValanceBaseWidthNumeric,ValanceBaseWidthFraction,ValanceInsert ComponentNumber,ValanceInsertComponentDesc,,,
446,3434969.003,02/27/2020,02/28/2020,BVT15          ,B,L,L,G85  ,72.5,72 1/2,24,35.25,35 1/4,68-6802-40     ,3.5X16 CR CHENIL CHANTARELLE-2,72.75,72 3/4,68-6802-40     ,3.5X16 CR CHENIL CHANTARELLE-2,,,FALSO
2237,3459498.001,03/02/2020,12/31/1899,BVT15          ,B,L,S,G85  ,72.75,72 3/4,24,57.5,57 1/2,68-3416-40     ,3.5X16 CR BRUSSELS MASONARY -2,73,73,68-3416-40     ,3.5X16 CR BRUSSELS MASONARY -2,,,FALSO
1737,3454086.013,02/29/2020,12/31/1899,BVT15          ,B,L,L,G85  ,43.25,43 1/4,14,28,28,68-3415-40     ,3.5X16 BRUSSELS WILLOW -1,43.5,43 1/2,68-3415-40     ,3.5X16 BRUSSELS WILLOW -1,,,FALSO
2333,3460668.003,03/02/2020,12/31/1899,BVT15          ,B,L,S,G85  ,121.75,121 3/4,40,54.5,54 1/2,68-6585-40     ,"'3.5"" X 16'' GROTTO WHITE -2'",122,122,68-6585-40     ,"'3.5"" X 16'' GROTTO WHITE -2'",,,FALSO
3020,3469671.002,03/02/2020,12/31/1899,GVT15          ,B,L,R,G85  ,119.75,119 3/4,39,91.5,91 1/2,68-9303-40     ,3.5X16CR DPLX ALAB -2,120,120,68-9303-40     ,3.5X16CR DPLX ALAB -2,,,FALSO
1988,3456738.001,02/29/2020,03/02/2020,SSVT15         ,W,R,R,G85  ,65.25,65 1/4,21,80,80,68-3412-40     ,3.5X16 BRUSSELS WHITE -1,65.5,65 1/2,68-3412-40     ,3.5X16 BRUSSELS WHITE -1,,,FALSO
803,3441142.001,02/27/2020,03/02/2020,BVT15          ,B,L,S,G85  ,123.5,123 1/2,40,70,70,68-9306-41     ,3.5X82.5CR DPLX WHT -2,123.75,123 3/4,68-9306-40     ,3.5X16CR DPLX WHT -2,,,FALSO
2366,3460893.001,03/02/2020,12/31/1899,BVT15          ,W,L,L,G85  ,98.75,98 3/4,32,53.5,53 1/2,68-3330-40     ,3.5X16 LTHS S WHITE -2,99,99,68-3980-40     ,3.5X16 CRWN LTHS WHITE -2,,,FALSO
2778,3465312.023,03/02/2020,12/31/1899,GVT15          ,B,R,R,G71  ,60.625,60 5/8,20,58.4375,58  7/16,68-9306-40     ,3.5X16CR DPLX WHT -2,,,,,,,FALSO
1241,3447148.001,02/28/2020,12/31/1899,GVT15          ,B,R,R,G85  ,81.75,81 3/4,26,84.5,84 1/2,68-9306-40     ,3.5X16CR DPLX WHT -2,82,82,68-9306-41     ,3.5X82.5CR DPLX WHT -2,,,FALSO
66,3303515.002,02/28/2020,02/28/2020,GVT15          ,B,R,S,G71  ,101.75,101 3/4,34,84.938,,68-9307-40     ,3.5X16CR DPLX IVORY -3,,,,,,,FALSO
1440,3450355.014,02/28/2020,03/02/2020,SSVT15         ,W,R,R,G71  ,72.875,72 7/8,23,86,86,68-3412-40     ,3.5X16 BRUSSELS WHITE -1,73,73,68-3412-40     ,3.5X16 BRUSSELS WHITE -1,,,FALSO
458,3435298.009,02/26/2020,02/28/2020,BVT15          ,W,L,L,G98  ,104.8125,104 13/16,34,92.5,92 1/2,68-3391-40     ,3.5X16 QTM S-SHP CREAM -3,105,105,68-6879-40     ,3.5X16 EMB QTM CREAM -3,,,FALSO
1260,3447503.001,02/28/2020,02/28/2020,BVT15LVR       ,B,,L,G85  ,,,3,78,78,68-6698-40     ,"'3.5""X16''GRGTOWN-S CPTOL HILL-2'",,,,,,,FALSO
111,3406464.002,02/24/2020,02/28/2020,BVT15          ,B,R,R,G85  ,82,82,27,96.5,96 1/2,68-9011-40     ,3.5X16 STOWE COCOA -2,82.25,82 1/4,68-9011-40     ,3.5X16 STOWE COCOA -2,,,FALSO
