WorkOrderNumber;DateCreated;DatePrinted;ProductNumber;ControlType;ControlPosition;StackPosition;HeadrailType;TrackWidthNumeric;TrackWidthFraction;LouverQty;FinalLouverLengthNumeric;FinalLouverLengthFraction;LouverComponentNumber;LouverComponentDesc;ValanceBaseWidthNumeric;ValanceBaseWidthFraction;ValanceInsert ComponentNumber;ValanceInsertComponentDesc
2075591.001;09/04/2019;12/31/1899;GVT15          ;B;L;L;G71  ;93.3750;93 3/8;30;147.1250;147 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2;93.5000;93 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2
2075591.002;09/01/2019;12/31/1899;GVT15          ;B;R;S;G71  ;142.1250;142 1/8;46;60.1250;60 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2;142.2500;142 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
2075591.003;09/01/2019;12/31/1899;GVT15          ;B;R;R;G71  ;93.7500;93 3/4;30;59.6250;59 5/8;68-9306-40     ;3.5X16CR DPLX WHT -2;93.8750;93 7/8;68-9306-40     ;3.5X16CR DPLX WHT -2
2075591.004;09/01/2019;12/31/1899;GVT15          ;B;R;R;G71  ;45.7500;45 3/4;15;152.8750;152 7/8;68-9306-40     ;3.5X16CR DPLX WHT -2;45.8750;45 7/8;68-9306-40     ;3.5X16CR DPLX WHT -2
2075591.005;09/01/2019;12/31/1899;GVT15          ;B;R;S;G71  ;189.0000;189;62;91.3750;91 3/8;68-9306-40     ;3.5X16CR DPLX WHT -2;189.1250;189 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2
2075591.006;09/01/2019;12/31/1899;GVT15          ;B;R;R;G71  ;93.7500;93 3/4;30;155.1250;155 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2;93.8750;93 7/8;68-9306-40     ;3.5X16CR DPLX WHT -2
2440802.001;02/18/2020;12/31/1899;GVT15          ;W;R;R;G85  ;35.5000;35 1/2;12;70.0000;70;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;35.7500;35 3/4;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
2440802.002;11/19/2019;12/31/1899;GVT15          ;W;R;R;G85  ;35.5000;35 1/2;12;82.0000;82;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;35.7500;35 3/4;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
2440802.003;02/18/2020;12/31/1899;GVT15          ;W;R;R;G85  ;47.5000;47 1/2;16;70.0000;70;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;47.7500;47 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.004;01/15/2020;12/31/1899;GVT15          ;W;R;R;G85  ;59.5000;59 1/2;19;82.0000;82;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;59.7500;59 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.005;01/30/2020;12/31/1899;GVT15          ;W;R;R;G85  ;47.5000;47 1/2;16;82.0000;82;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;47.7500;47 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.006;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;29.5000;29 1/2;10;82.0000;82;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;29.7500;29 3/4;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
2440802.007;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;59.5000;59 1/2;19;70.0000;70;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;59.7500;59 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.008;03/02/2020;12/31/1899;GVT15          ;W;R;R;G85  ;71.5000;71 1/2;23;70.0000;70;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;71.7500;71 3/4;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
2440802.009;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;107.5000;107 1/2;35;70.0000;70;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;107.7500;107 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.01;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;59.5000;59 1/2;19;106.0000;106;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1;59.7500;59 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.011;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;35.5000;35 1/2;12;106.0000;106;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1;35.7500;35 3/4;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
2440802.012;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;83.5000;83 1/2;27;70.0000;70;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;83.7500;83 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.013;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;131.5000;131 1/2;42;70.0000;70;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;131.7500;131 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2440802.014;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;65.5000;65 1/2;21;82.0000;82;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;65.7500;65 3/4;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
2440802.015;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;71.5000;71 1/2;23;94.0000;94;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1;71.7500;71 3/4;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
2440802.016;10/17/2019;12/31/1899;GVT15          ;W;R;R;G85  ;47.5000;47 1/2;16;106.0000;106;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1;47.7500;47 3/4;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
2899800.001;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;100.3750;100 3/8;32;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;100.6250;100 5/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.002;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;152.5000;152 1/2;49;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;152.7500;152 3/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.003;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;100.0000;100;32;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;100.2500;100 1/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.004;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;98.5000;98 1/2;32;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;98.7500;98 3/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.005;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;99.5000;99 1/2;32;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;99.7500;99 3/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.006;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;50.0000;50;16;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;50.2500;50 1/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.007;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;49.5000;49 1/2;16;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;49.7500;49 3/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.008;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;51.0000;51;17;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;51.2500;51 1/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.009;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;50.5000;50 1/2;16;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;50.7500;50 3/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.01;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;119.2500;119 1/4;38;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;119.5000;119 1/2;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.011;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;119.7500;119 3/4;39;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;120.0000;120;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.012;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;39.7500;39 3/4;13;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;40.0000;40;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.013;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;40.0000;40;13;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;40.2500;40 1/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.014;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;38.5000;38 1/2;13;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;38.7500;38 3/4;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.015;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;149.7500;149 3/4;48;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;150.0000;150;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.016;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;152.2500;152 1/4;49;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;152.5000;152 1/2;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.017;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;116.7500;116 3/4;38;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;117.0000;117;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
2899800.018;12/12/2019;12/31/1899;GVT15          ;B;R;R;G85  ;119.1250;119 1/8;38;61.8750;61 7/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2;119.3750;119 3/8;68-3352-40     ;3.45X16 CRWN/HAMLTN MSTYGRY -2
3141526.001;02/27/2020;02/28/2020;BVT15          ;B;R;R;G71  ;49.3130;;16;59.0625;59 1/16;02484-19       ;3.5 BRGHTN WHITE BULK;52.1880;;02484-19       ;3.5 BRGHTN WHITE BULK
3141526.002;02/27/2020;02/28/2020;BVT15          ;B;R;R;G71  ;35.8130;;12;79.1875;79 3/16;02484-19       ;3.5 BRGHTN WHITE BULK;38.8130;;02484-19       ;3.5 BRGHTN WHITE BULK
3141526.003;02/27/2020;02/28/2020;BVT15          ;B;L;L;G71  ;36.0000;36;12;79.4375;79 7/16;02484-19       ;3.5 BRGHTN WHITE BULK;39.0000;39;02484-19       ;3.5 BRGHTN WHITE BULK
3141526.004;02/27/2020;02/28/2020;BVT15          ;B;L;L;G71  ;48.8130;;16;59.0625;59 1/16;02484-19       ;3.5 BRGHTN WHITE BULK;51.6880;;02484-19       ;3.5 BRGHTN WHITE BULK
3203123.022;01/30/2020;02/25/2020;GVT15          ;W;R;R;G85  ;46.0000;46;15;44.2500;44 1/4;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2;46.2500;46 1/4;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2
3203123.029;01/30/2020;02/25/2020;GVT15          ;W;R;R;G85  ;46.0000;46;15;44.2500;44 1/4;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2;46.2500;46 1/4;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2
3203123.055;01/30/2020;02/25/2020;GVT15          ;W;R;R;G85  ;46.1250;46 1/8;15;44.2500;44 1/4;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2;46.3750;46 3/8;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2
3203123.058;01/30/2020;02/25/2020;GVT15          ;W;R;R;G85  ;46.2500;46 1/4;15;44.2500;44 1/4;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2;46.5000;46 1/2;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2
3203123.075;01/30/2020;02/25/2020;GVT15          ;W;R;R;G85  ;46.1250;46 1/8;15;44.5000;44 1/2;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2;46.3750;46 3/8;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2
3203123.086;01/30/2020;02/25/2020;GVT15          ;W;R;R;G85  ;46.1250;46 1/8;15;44.5000;44 1/2;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2;46.3750;46 3/8;68-3353-40     ;3.45X16 CRWN/HAMLTN ALAB -2
3244996.001;02/05/2020;12/31/1899;GVT15          ;B;R;S;G71  ;89.8750;89 7/8;30;100.5000;100 1/2;68-9303-40     ;3.5X16CR DPLX ALAB -2;90.0000;90;68-9303-40     ;3.5X16CR DPLX ALAB -2
3244996.002;02/05/2020;12/31/1899;GVT15          ;B;R;R;G71  ;59.6250;59 5/8;19;62.3750;62 3/8;68-9303-40     ;3.5X16CR DPLX ALAB -2;59.7500;59 3/4;68-9303-40     ;3.5X16CR DPLX ALAB -2
3255547.001;03/02/2020;12/31/1899;SSVT15         ;W;R;R;G71  ;73.6250;73 5/8;24;78.5000;78 1/2;68-9587-40     ;3.5X16 CR LINEN GRANITE 4;73.7500;73 3/4;68-9587-40     ;3.5X16 CR LINEN GRANITE 4
3255547.002;03/02/2020;12/31/1899;SSVT15         ;W;L;L;G71  ;75.8750;75 7/8;24;78.5000;78 1/2;68-3643-40     ;3.5X16 SAFARI MOCCASIN -3;76.0000;76;68-3643-40     ;3.5X16 SAFARI MOCCASIN -3
3270064.001;02/27/2020;02/28/2020;BVT15LVR       ;W;;R;G98  ;;;25;96.0000;96;68-9306-40     ;3.5X16CR DPLX WHT -2;;;;
3271986.001;02/28/2020;12/31/1899;BVT15          ;B;R;R;G98  ;28.4375;28 7/16;10;104.5000;104 1/2;68-3396-40     ;3.5X16 QTM S-SHP CHEVRE 2;29.0000;29;68-6874-40     ;3.5X16 EMB QUANTUM CHEVRE 2
3271986.002;02/28/2020;12/31/1899;BVT15          ;B;L;L;G98  ;77.4375;77 7/16;25;104.5000;104 1/2;68-3396-40     ;3.5X16 QTM S-SHP CHEVRE 2;78.0000;78;68-6874-40     ;3.5X16 EMB QUANTUM CHEVRE 2
3271986.003;02/28/2020;12/31/1899;BVT15          ;B;L;L;G98  ;28.4375;28 7/16;10;88.5000;88 1/2;68-3396-40     ;3.5X16 QTM S-SHP CHEVRE 2;29.0000;29;68-6874-40     ;3.5X16 EMB QUANTUM CHEVRE 2
3272381.009;02/28/2020;02/28/2020;GVT15          ;W;R;R;G85  ;69.6250;69 5/8;23;95.5625;95 9/16;02438-01       ;3.5" SHEFFIELD CHELSEA;69.8750;69 7/8;02438-01       ;3.5" SHEFFIELD CHELSEA
3274214.001;02/10/2020;12/31/1899;BVT15          ;B;R;S;G85  ;69.7500;69 3/4;24;71.4375;71 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;70.0000;70;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.002;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;57.5000;57 1/2;19;59.4375;59 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;57.7500;57 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.003;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.6250;33 5/8;11;47.1875;47 3/16;02484-82       ;3.5 BRGHTN TOAST BULK;33.8750;33 7/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.004;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.5000;33 1/2;11;59.3125;59 5/16;02484-82       ;3.5 BRGHTN TOAST BULK;33.7500;33 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.005;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;33.6250;33 5/8;11;59.4375;59 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;33.8750;33 7/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.006;02/10/2020;12/31/1899;BVT15          ;B;R;S;G85  ;93.5000;93 1/2;30;59.4375;59 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;93.7500;93 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.007;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;27.7500;27 3/4;9;59.5625;59 9/16;02484-82       ;3.5 BRGHTN TOAST BULK;28.0000;28;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.008;02/10/2020;12/31/1899;BVT15          ;B;L;S;G85  ;57.6250;57 5/8;20;59.4375;59 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;57.8750;57 7/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.009;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;27.8750;27 7/8;9;59.6875;59 11/16;02484-82       ;3.5 BRGHTN TOAST BULK;28.1250;28 1/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.01;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;27.7500;27 3/4;9;59.5625;59 9/16;02484-82       ;3.5 BRGHTN TOAST BULK;28.0000;28;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.011;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;57.6250;57 5/8;19;47.5625;47 9/16;02484-82       ;3.5 BRGHTN TOAST BULK;57.8750;57 7/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.012;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;57.8750;57 7/8;19;47.6875;47 11/16;02484-82       ;3.5 BRGHTN TOAST BULK;58.1250;58 1/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.013;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;57.5000;57 1/2;19;59.4375;59 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;57.7500;57 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.014;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;69.3750;69 3/8;23;53.1875;53 3/16;02484-82       ;3.5 BRGHTN TOAST BULK;69.6250;69 5/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.015;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;64.7500;64 3/4;21;61.9375;61 15/16;02484-82       ;3.5 BRGHTN TOAST BULK;65.0000;65;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.016;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;34.7500;34 3/4;11;61.9375;61 15/16;02484-82       ;3.5 BRGHTN TOAST BULK;35.0000;35;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.017;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;34.7500;34 3/4;11;61.9375;61 15/16;02484-82       ;3.5 BRGHTN TOAST BULK;35.0000;35;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.018;02/10/2020;12/31/1899;BVT15          ;B;L;L;G85  ;33.7500;33 3/4;11;71.5625;71 9/16;02484-82       ;3.5 BRGHTN TOAST BULK;34.0000;34;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.019;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;33.8750;33 7/8;11;71.4375;71 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;34.1250;34 1/8;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.02;02/10/2020;12/31/1899;BVT15          ;B;R;R;G85  ;21.7500;21 3/4;7;47.5625;47 9/16;02484-82       ;3.5 BRGHTN TOAST BULK;22.0000;22;02484-82       ;3.5 BRGHTN TOAST BULK
3274214.021;02/10/2020;12/31/1899;BVT15          ;B;R;S;G85  ;93.5000;93 1/2;30;23.9375;23 15/16;02484-82       ;3.5 BRGHTN TOAST BULK;93.7500;93 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3276940.004;02/10/2020;02/12/2020;BVT15          ;B;R;S;G98  ;104.9375;104 15/16;34;65.0625;65 1/16;02484-82       ;3.5 BRGHTN TOAST BULK;105.5000;105 1/2;02484-82       ;3.5 BRGHTN TOAST BULK
3289804.005;02/11/2020;12/31/1899;BVT15          ;W;L;L;G85  ;33.6250;33 5/8;11;89.4375;89 7/16;02484-19       ;3.5 BRGHTN WHITE BULK;33.8750;33 7/8;02484-19       ;3.5 BRGHTN WHITE BULK
3289804.006;02/11/2020;12/31/1899;BVT15          ;W;L;L;G85  ;68.8750;68 7/8;22;95.8125;95 13/16;02484-19       ;3.5 BRGHTN WHITE BULK;69.1250;69 1/8;02484-19       ;3.5 BRGHTN WHITE BULK
3289804.007;02/11/2020;12/31/1899;BVT15          ;W;R;R;G85  ;68.8750;68 7/8;22;95.8125;95 13/16;02484-19       ;3.5 BRGHTN WHITE BULK;69.1250;69 1/8;02484-19       ;3.5 BRGHTN WHITE BULK
3289804.008;02/11/2020;12/31/1899;BVT15          ;W;R;R;G85  ;33.6250;33 5/8;11;89.5625;89 9/16;02484-19       ;3.5 BRGHTN WHITE BULK;33.8750;33 7/8;02484-19       ;3.5 BRGHTN WHITE BULK
3291119.013;02/11/2020;02/12/2020;BVT15          ;B;L;L;G85  ;81.7500;81 3/4;26;99.9375;99 15/16;02484-82       ;3.5 BRGHTN TOAST BULK;82.0000;82;02484-82       ;3.5 BRGHTN TOAST BULK
3298735.009;02/12/2020;12/31/1899;SSVT15         ;B;L;L;G71  ;96.2500;96 1/4;31;92.5000;92 1/2;68-3612-40     ;3.5X16 RAPTURE BLEACH -2;96.3750;96 3/8;68-3612-40     ;3.5X16 RAPTURE BLEACH -2
3300260.001;02/12/2020;02/24/2020;GVT15          ;B;L;S;G85  ;106.0000;106;34;91.5000;91 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;106.2500;106 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.005;02/12/2020;02/24/2020;GVT15          ;B;R;S;G85  ;106.2500;106 1/4;36;92.5000;92 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;106.5000;106 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.007;02/12/2020;02/24/2020;GVT15          ;B;L;S;G85  ;106.2500;106 1/4;36;92.5000;92 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;106.5000;106 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.011;02/12/2020;02/24/2020;GVT15          ;B;R;R;G85  ;70.2500;70 1/4;23;91.5000;91 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;70.5000;70 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.014;02/12/2020;02/28/2020;GVT15          ;B;L;S;G85  ;106.0000;106;34;91.5000;91 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;106.2500;106 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.016;02/12/2020;02/24/2020;GVT15          ;B;L;L;G85  ;70.2500;70 1/4;23;91.5000;91 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;70.5000;70 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.017;02/12/2020;02/24/2020;GVT15          ;B;L;L;G85  ;70.0000;70;23;91.5000;91 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;70.2500;70 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.018;02/12/2020;02/24/2020;GVT15          ;B;R;R;G85  ;70.0000;70;23;91.5000;91 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;70.2500;70 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.029;02/12/2020;02/24/2020;GVT15          ;B;L;S;G85  ;106.0000;106;34;91.5000;91 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;106.2500;106 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
3300260.03;02/12/2020;02/24/2020;GVT15          ;B;L;S;G85  ;106.0000;106;34;92.5000;92 1/2;68-9306-40     ;3.5X16CR DPLX WHT -2;106.2500;106 1/4;68-9306-40     ;3.5X16CR DPLX WHT -2
3301574.001;02/28/2020;02/28/2020;GVT15          ;B;R;S;G71  ;106.6880;;34;48.3125;48 5/16;02636-51       ;3.5" STRINGS PARFAIT;106.8130;;02636-51       ;3.5" STRINGS PARFAIT
3303515.001;02/28/2020;02/28/2020;GVT15          ;B;L;S;G71  ;134.8750;134 7/8;44;84.9380;;68-9307-40     ;3.5X16CR DPLX IVORY -3;;;;
3303515.002;02/28/2020;02/28/2020;GVT15          ;B;R;S;G71  ;101.7500;101 3/4;34;84.9380;;68-9307-40     ;3.5X16CR DPLX IVORY -3;;;;
3304943.001;02/13/2020;12/31/1899;BVT15          ;W;R;R;G85  ;51.5000;51 1/2;17;50.4375;50 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;51.7500;51 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3304943.002;02/13/2020;12/31/1899;BVT15          ;W;L;L;G85  ;51.5000;51 1/2;17;50.4375;50 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;51.7500;51 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3305655.001;02/13/2020;12/31/1899;BVT15          ;W;L;L;G98  ;77.8125;77 13/16;26;82.9375;82 15/16;02484-82       ;3.5 BRGHTN TOAST BULK;78.0000;78;02484-82       ;3.5 BRGHTN TOAST BULK
3305743.001;02/13/2020;12/31/1899;BVT15          ;B;R;R;G98  ;70.3125;70 5/16;23;90.8750;90 7/8;68-3185-40     ;3.5X16 DAZZLE SNOWFALL -2;70.8750;70 7/8;68-3185-40     ;3.5X16 DAZZLE SNOWFALL -2
3307370.001;02/13/2020;12/31/1899;GVT15          ;B;L;L;G85  ;79.5000;79 1/2;26;79.4375;79 7/16;02484-82       ;3.5 BRGHTN TOAST BULK;79.7500;79 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3307613.002;02/13/2020;12/31/1899;BVT15          ;B;R;R;G85  ;114.7500;114 3/4;37;90.8750;90 7/8;68-9011-40     ;3.5X16 STOWE COCOA -2;115.0000;115;68-9011-40     ;3.5X16 STOWE COCOA -2
3307613.003;02/13/2020;12/31/1899;BVT15          ;B;R;R;G85  ;114.1250;114 1/8;37;91.0000;91;68-9011-40     ;3.5X16 STOWE COCOA -2;114.3750;114 3/8;68-9011-40     ;3.5X16 STOWE COCOA -2
3307613.004;02/13/2020;12/31/1899;BVT15          ;B;R;R;G71  ;77.1250;77 1/8;25;114.5000;114 1/2;68-9011-40     ;3.5X16 STOWE COCOA -2;77.2500;77 1/4;68-9011-40     ;3.5X16 STOWE COCOA -2
3307613.006;02/13/2020;12/31/1899;BVT15VAL       ;; ;;;;;0;;;;;81.6250;81 5/8;68-9011-40     ;3.5X16 STOWE COCOA -2
