WorkOrderNumber;DateCreated;DatePrinted;ProductNumber;ControlType;ControlPosition;StackPosition;HeadrailType;TrackWidthNumeric;TrackWidthFraction;LouverQty;FinalLouverLengthNumeric;FinalLouverLengthFraction;LouverComponentNumber;LouverComponentDesc;ValanceBaseWidthNumeric;ValanceBaseWidthFraction;ValanceInsert ComponentNumber;ValanceInsertComponentDesc
3428284.001;02/26/2020;12/31/1899;BVT15          ;B;R;L;G98  ;26.1875;26 3/16;9;72.3125;72 5/16;02484-82       ;3.5 BRGHTN TOAST BULK;26.7500;26 3/4;02484-82       ;3.5 BRGHTN TOAST BULK
3428285.001;02/26/2020;02/27/2020;BVT15          ;W;L;L;G98  ;111.5625;111 9/16;36;57.8750;57 7/8;68-3770-40     ;3.5X16 CR LKFRST CLYPSO WHEAT4;111.7500;111 3/4;68-3770-40     ;3.5X16 CR LKFRST CLYPSO WHEAT4
3428448.001;02/25/2020;02/27/2020;BVT15          ;W;L;L;G98  ;45.9375;45 15/16;15;86.7500;86 3/4;68-9021-40     ;3.5X16 CR STOWE RESORT -2;46.1250;46 1/8;68-9021-40     ;3.5X16 CR STOWE RESORT -2
3428448.002;02/25/2020;02/27/2020;BVT15          ;W;R;R;G98  ;65.4375;65 7/16;22;86.7500;86 3/4;68-9021-40     ;3.5X16 CR STOWE RESORT -2;65.6250;65 5/8;68-9021-40     ;3.5X16 CR STOWE RESORT -2
3428448.003;02/25/2020;02/27/2020;BVT15          ;W;R;R;G98  ;64.8125;64 13/16;21;86.7500;86 3/4;68-9021-40     ;3.5X16 CR STOWE RESORT -2;65.0000;65;68-9021-40     ;3.5X16 CR STOWE RESORT -2
3428448.004;02/25/2020;02/27/2020;BVT15          ;W;L;L;G98  ;103.4375;103 7/16;34;86.7500;86 3/4;68-9021-40     ;3.5X16 CR STOWE RESORT -2;103.6250;103 5/8;68-9021-40     ;3.5X16 CR STOWE RESORT -2
3428590.001;02/26/2020;02/28/2020;GVT15          ;B;L;L;G71  ;85.8750;85 7/8;28;84.5000;84 1/2;68-6260-40     ;3.5 X 16  LINEN S SNOW -2;87.6250;87 5/8;68-9580-40     ;3.5 X 16 CR LINEN SNOW -2
3428623.001;02/28/2020;03/02/2020;SSVT15LVR      ;W;;R;G85  ;;;27;41.5000;41 1/2;68-3980-40     ;3.5X16 CRWN LTHS WHITE -2;;;;
3428664.001;03/02/2020;12/31/1899;BVT15          ;W;L;L;G85  ;129.7500;129 3/4;42;61.5000;61 1/2;68-9308-40     ;3.5X16CR DPLX TAN -3;130.0000;130;68-9308-40     ;3.5X16CR DPLX TAN -3
3428674.001;02/26/2020;02/28/2020;BVT15          ;W;L;L;G85  ;79.7500;79 3/4;26;78.0000;78;68-6802-40     ;3.5X16 CR CHENIL CHANTARELLE-2;80.0000;80;68-6802-40     ;3.5X16 CR CHENIL CHANTARELLE-2
3428685.001;02/26/2020;03/02/2020;BVT15          ;B;R;S;G98  ;37.9375;37 15/16;14;25.0000;25;68-3397-40     ;3.5X16 QTM S-SHP SHIPWRECK 4;38.5000;38 1/2;68-6875-40     ;3.5X16 EMB QUANTUM SHIPWRECK 4
3428685.002;02/26/2020;03/02/2020;BVT15          ;B;R;S;G98  ;31.4375;31 7/16;12;25.0000;25;68-3397-40     ;3.5X16 QTM S-SHP SHIPWRECK 4;32.0000;32;68-6875-40     ;3.5X16 EMB QUANTUM SHIPWRECK 4
3428685.003;02/26/2020;03/02/2020;BVT15          ;B;R;S;G98  ;30.4375;30 7/16;10;19.7500;19 3/4;68-3397-40     ;3.5X16 QTM S-SHP SHIPWRECK 4;31.0000;31;68-6875-40     ;3.5X16 EMB QUANTUM SHIPWRECK 4
3428701.001;02/26/2020;02/28/2020;BVT15          ;B;R;R;G85  ;94.1250;94 1/8;30;56.7500;56 3/4;68-3973-40     ;3.5X16 FIBER WHITE -2;94.3750;94 3/8;68-3973-40     ;3.5X16 FIBER WHITE -2
3428701.002;02/26/2020;02/28/2020;BVT15          ;B;R;L;G85  ;94.0000;94;30;56.7500;56 3/4;68-3396-40     ;3.5X16 QTM S-SHP CHEVRE 2;94.2500;94 1/4;68-6874-40     ;3.5X16 EMB QUANTUM CHEVRE 2
3428741.001;02/26/2020;02/27/2020;BVT15          ;B;L;S;G85  ;69.1250;69 1/8;24;44.7500;44 3/4;68-9306-40     ;3.5X16CR DPLX WHT -2;69.3750;69 3/8;68-9306-41     ;3.5X82.5CR DPLX WHT -2
3428741.002;02/26/2020;02/27/2020;BVT15          ;B;R;L;G85  ;98.7500;98 3/4;32;80.5000;80 1/2;68-9306-41     ;3.5X82.5CR DPLX WHT -2;99.0000;99;68-9306-40     ;3.5X16CR DPLX WHT -2
3428746.001;02/26/2020;12/31/1899;BVT15          ;W;R;R;G85  ;22.3750;22 3/8;7;80.2500;80 1/4;68-6950-40     ;3.5X16 PARALLELS MESA -2;22.6250;22 5/8;68-6950-40     ;3.5X16 PARALLELS MESA -2
3428746.002;02/26/2020;12/31/1899;BVT15          ;W;R;R;G85  ;22.1250;22 1/8;7;80.2500;80 1/4;68-6950-40     ;3.5X16 PARALLELS MESA -2;22.3750;22 3/8;68-6950-40     ;3.5X16 PARALLELS MESA -2
3428746.003;02/26/2020;12/31/1899;BVT15          ;W;R;R;G85  ;22.3750;22 3/8;7;80.1250;80 1/8;68-6950-40     ;3.5X16 PARALLELS MESA -2;22.6250;22 5/8;68-6950-40     ;3.5X16 PARALLELS MESA -2
3428746.004;02/26/2020;12/31/1899;BVT15          ;W;R;R;G85  ;46.3750;46 3/8;15;80.2500;80 1/4;68-6950-40     ;3.5X16 PARALLELS MESA -2;46.6250;46 5/8;68-6950-40     ;3.5X16 PARALLELS MESA -2
3428762.001;02/26/2020;02/28/2020;BVT15          ;B;R;R;G85  ;83.7500;83 3/4;27;82.5000;82 1/2;68-3134-40     ;3.5X16 CR ACOPOLIS LURL WRTH-2;84.0000;84;68-3134-40     ;3.5X16 CR ACOPOLIS LURL WRTH-2
3428762.002;02/26/2020;02/28/2020;BVT15          ;B;R;S;G85  ;70.0000;70;24;68.0000;68;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2;70.2500;70 1/4;68-3893-40     ;3.5X16 WNDW WEAV RICE PAPER -2
3428764.001;02/26/2020;02/28/2020;BVT15          ;B;L;S;G85  ;86.7500;86 3/4;28;48.9375;48 15/16;02672-10       ;3.5 GRASSES MAPLE;87.0000;87;02672-10       ;3.5 GRASSES MAPLE
3428765.001;02/26/2020;02/27/2020;BVT15          ;B;L;S;G85  ;86.0000;86;28;81.0000;81;68-9021-40     ;3.5X16 CR STOWE RESORT -2;86.2500;86 1/4;68-9021-40     ;3.5X16 CR STOWE RESORT -2
3428765.002;02/26/2020;02/27/2020;BVT15          ;B;R;S;G85  ;86.0000;86;28;81.0000;81;68-9021-40     ;3.5X16 CR STOWE RESORT -2;86.2500;86 1/4;68-9021-40     ;3.5X16 CR STOWE RESORT -2
3428786.001;02/26/2020;02/27/2020;BVT15          ;W;R;R;G85  ;70.5000;70 1/2;23;93.0000;93;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2;70.7500;70 3/4;68-6801-40     ;3.5X16 CR CHENILLE ALUMINUM -2
3428793.001;02/26/2020;02/27/2020;BVT15LVR       ;;;;G98  ;;;3;83.6875;83 11/16;02434-04       ;3.5" CROSSWEAVE BRICK;;;;
3428795.001;02/26/2020;02/27/2020;BVT15          ;B;R;L;G85  ;94.2500;94 1/4;30;56.5000;56 1/2;68-9303-40     ;3.5X16CR DPLX ALAB -2;94.5000;94 1/2;68-9303-40     ;3.5X16CR DPLX ALAB -2
3428912.001;02/26/2020;02/28/2020;BVT15          ;B;L;L;G85  ;45.7500;45 3/4;15;43.7500;43 3/4;68-9022-40     ;3.5X16 CR STOWE EMBANKMENT 4;46.0000;46;68-9022-40     ;3.5X16 CR STOWE EMBANKMENT 4
3428912.002;02/26/2020;02/28/2020;BVT15          ;B;L;L;G85  ;57.7500;57 3/4;19;43.7500;43 3/4;68-9022-40     ;3.5X16 CR STOWE EMBANKMENT 4;58.0000;58;68-9022-40     ;3.5X16 CR STOWE EMBANKMENT 4
3428928.001;02/26/2020;03/02/2020;BVT15LVR       ;;;;G98  ;;;20;85.4375;85 7/16;02550-71       ;3.5" PRESCOTT FOSSIL;;;;
3428928.002;02/26/2020;03/02/2020;BVT15LVR       ;;; ;G98  ;;;20;48.4375;48 7/16;02550-71       ;3.5" PRESCOTT FOSSIL;;;;
3428956.001;02/26/2020;02/28/2020;BVT15          ;W;L;L;G85  ;58.1250;58 1/8;19;60.3125;60 5/16;02553-32       ;3.5" HARMONY CITYSCAPE;58.3750;58 3/8;02553-32       ;3.5" HARMONY CITYSCAPE
3428956.002;02/26/2020;02/28/2020;BVT15          ;W;L;L;G85  ;100.7500;100 3/4;33;82.9375;82 15/16;02553-32       ;3.5" HARMONY CITYSCAPE;101.0000;101;02553-32       ;3.5" HARMONY CITYSCAPE
3429011.001;02/26/2020;02/28/2020;BVT15          ;B;L;L;G85  ;103.7500;103 3/4;34;98.0000;98;68-3391-40     ;3.5X16 QTM S-SHP CREAM -3;104.0000;104;68-6879-40     ;3.5X16 EMB QTM CREAM -3
3429053.001;02/26/2020;02/27/2020;BVT15          ;B;R;S;G85  ;127.7500;127 3/4;42;104.2500;104 1/4;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;128.0000;128;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2
3429053.002;02/26/2020;02/27/2020;BVT15          ;B;R;S;G85  ;108.2500;108 1/4;36;104.2500;104 1/4;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;108.5000;108 1/2;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2
3429053.003;02/26/2020;02/27/2020;BVT15          ;B;R;S;G85  ;108.7500;108 3/4;36;104.2500;104 1/4;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;109.0000;109;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2
3429053.004;02/26/2020;02/27/2020;BVT15          ;B;R;S;G85  ;74.0000;74;24;104.2500;104 1/4;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;74.2500;74 1/4;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2
3429053.005;02/26/2020;02/27/2020;BVT15          ;B;R;S;G85  ;57.0000;57;20;104.2500;104 1/4;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;57.2500;57 1/4;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2
3429185.001;02/26/2020;02/27/2020;BVT15          ;W;R;R;G98  ;70.0625;70 1/16;23;56.3750;56 3/8;68-9303-40     ;3.5X16CR DPLX ALAB -2;70.2500;70 1/4;68-9303-41     ;3.5X82.5CR DPLX ALAB -2
3429192.001;02/26/2020;02/28/2020;BVT15          ;B;L;L;G85  ;79.7500;79 3/4;26;98.0000;98;68-9303-40     ;3.5X16CR DPLX ALAB -2;80.0000;80;68-9303-41     ;3.5X82.5CR DPLX ALAB -2
3429199.001;02/26/2020;02/27/2020;BVT15          ;B;R;R;G98  ;42.4375;42 7/16;14;51.5000;51 1/2;68-9020-40     ;3.5X16 CR STOWE YEW  -2;43.0000;43;68-9020-40     ;3.5X16 CR STOWE YEW  -2
3429310.001;02/26/2020;02/28/2020;BVT15          ;B;R;S;G85  ;102.5000;102 1/2;34;40.5000;40 1/2;68-3183-40     ;'3.5" X 16'' DAZZLE MARINE -2';102.7500;102 3/4;68-3183-40     ;'3.5" X 16'' DAZZLE MARINE -2'
3429310.002;02/26/2020;02/28/2020;BVT15          ;B;R;L;G85  ;78.2500;78 1/4;25;79.5000;79 1/2;68-3183-40     ;'3.5" X 16'' DAZZLE MARINE -2';78.5000;78 1/2;68-3183-40     ;'3.5" X 16'' DAZZLE MARINE -2'
3429343.001;02/26/2020;02/27/2020;BVT15          ;B;L;L;G85  ;93.7500;93 3/4;30;77.5000;77 1/2;68-6586-40     ;'3.5" X 16'' GROTTO IVORY -3';94.0000;94;68-6586-40     ;'3.5" X 16'' GROTTO IVORY -3'
3429355.001;02/26/2020;02/28/2020;BVT15          ;W;L;L;G85  ;103.7500;103 3/4;34;82.5000;82 1/2;68-3977-40     ;3.5X16 FIBER BLOODROOT -4;104.0000;104;68-3977-40     ;3.5X16 FIBER BLOODROOT -4
3429472.007;02/26/2020;02/28/2020;BVT15          ;B;L;L;G85  ;58.3750;58 3/8;19;47.8125;47 13/16;02671-63       ;3.5" THATCH TOFFEE;58.6250;58 5/8;02671-63       ;3.5" THATCH TOFFEE
3429498.003;02/26/2020;02/28/2020;BVT15          ;B;L;L;G98  ;54.4375;54 7/16;18;51.5000;51 1/2;68-3973-40     ;3.5X16 FIBER WHITE -2;55.0000;55;68-3973-40     ;3.5X16 FIBER WHITE -2
3429498.004;02/26/2020;02/28/2020;BVT15          ;B;R;R;G98  ;79.4375;79 7/16;26;96.0000;96;68-3973-40     ;3.5X16 FIBER WHITE -2;80.0000;80;68-3973-40     ;3.5X16 FIBER WHITE -2
3429498.005;02/26/2020;02/28/2020;BVT15          ;B;R;S;G98  ;105.4375;105 7/16;34;64.5000;64 1/2;68-3973-40     ;3.5X16 FIBER WHITE -2;106.0000;106;68-3973-40     ;3.5X16 FIBER WHITE -2
3429517.009;02/26/2020;03/02/2020;BVT15          ;B;L;L;G98  ;82.4375;82 7/16;27;99.5000;99 1/2;68-6691-40     ;'3.5"X16''GRGTOWN-S WHITE -3';83.0000;83;68-6491-40     ;'3.5"X16''CRWN GRGTOWN WHT -3'
3429553.001;02/26/2020;02/27/2020;BVT15          ;B;R;L;G98  ;77.4375;77 7/16;25;82.5000;82 1/2;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;78.0000;78;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2
3429691.001;02/26/2020;02/28/2020;BVT15          ;B;R;S;G85  ;106.7500;106 3/4;36;49.5000;49 1/2;68-9307-40     ;3.5X16CR DPLX IVORY -3;107.0000;107;68-9307-40     ;3.5X16CR DPLX IVORY -3
3429704.001;02/26/2020;02/28/2020;BVT15          ;B;R;R;G98  ;104.4375;104 7/16;34;95.5000;95 1/2;68-9014-40     ;3.5X16 STOWE BONE -2;105.0000;105;68-9014-40     ;3.5X16 STOWE BONE -2
3429731.001;02/29/2020;03/02/2020;GVT15          ;B;L;L;G71  ;84.8750;84 7/8;27;82.5000;82 1/2;68-6700-40     ;'3.5"X16''GRGTOWN-S SMITHSIAN-4';85.0000;85;68-6500-40     ;'3.5"X16''CRWN GRGTOWN SMTHSAN-4'
3429736.001;02/26/2020;03/02/2020;GVT15          ;B;R;R;G71  ;76.7500;76 3/4;25;79.7500;79 3/4;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4;76.8750;76 7/8;68-3974-40     ;3.5X16 FIBER MIDNIGHT -4
3429744.001;02/26/2020;03/02/2020;GVT15          ;B;L;L;G71  ;81.8750;81 7/8;26;81.5000;81 1/2;68-3890-40     ;3.5X16 WNDW WEAV MLTNG SNW -2;82.0000;82;68-3890-40     ;3.5X16 WNDW WEAV MLTNG SNW -2
3429754.001;02/26/2020;03/02/2020;GVT15          ;B;L;L;G71  ;88.8750;88 7/8;29;86.9375;86 15/16;02671-60       ;3.5" THATCH NATURAL;89.0000;89;02671-60       ;3.5" THATCH NATURAL
3429810.001;02/26/2020;02/28/2020;BVT15          ;W;R;R;G98  ;76.8125;76 13/16;25;83.5000;83 1/2;68-9014-40     ;3.5X16 STOWE BONE -2;77.0000;77;68-9014-40     ;3.5X16 STOWE BONE -2
3429822.001;02/26/2020;02/28/2020;BVT15LVR       ;;;S;G98  ;;;42;60.0000;60;68-6953-40     ;3.5X16 PARALLELS WATERLOO -2;;;;
3429878.001;02/26/2020;02/28/2020;BVT15LVR       ;;;S;G98  ;;;48;46.5000;46 1/2;68-3090-40     ;3.5X16 CR FIBER SHALE 4;;;;
3429895.001;02/26/2020;02/28/2020;BVT15          ;B;R;L;G85  ;35.7500;35 3/4;12;32.5000;32 1/2;68-3186-40     ;3.5X16 CR DAZL WEATHERD FENC-2;36.0000;36;68-3186-40     ;3.5X16 CR DAZL WEATHERD FENC-2
3429916.011;02/26/2020;02/28/2020;BVT15          ;B;R;L;G98  ;71.4375;71 7/16;23;81.5000;81 1/2;68-3973-40     ;3.5X16 FIBER WHITE -2;72.0000;72;68-3973-40     ;3.5X16 FIBER WHITE -2
3429920.002;02/26/2020;02/27/2020;BVT15VAL       ;; ;;;;;0;;;;;127.0000;127;68-6953-40     ;3.5X16 PARALLELS WATERLOO -2
3430047.001;02/26/2020;02/28/2020;GVT15          ;B;L;L;G71  ;89.5000;89 1/2;29;90.6250;90 5/8;68-9306-40     ;3.5X16CR DPLX WHT -2;;;;
3430047.002;02/26/2020;02/28/2020;GVT15          ;B;L;R;G71  ;118.3750;118 3/8;38;90.3750;90 3/8;68-9306-40     ;3.5X16CR DPLX WHT -2;;;;
3430047.003;02/26/2020;02/28/2020;GVT15          ;B;L;L;G71  ;89.5000;89 1/2;29;90.3750;90 3/8;68-9306-40     ;3.5X16CR DPLX WHT -2;;;;
3430047.004;02/26/2020;02/28/2020;GVT15          ;B;R;R;G71  ;89.5000;89 1/2;29;90.3750;90 3/8;68-9306-40     ;3.5X16CR DPLX WHT -2;;;;
3430047.005;02/26/2020;02/28/2020;GVT15          ;B;R;R;G71  ;89.5000;89 1/2;29;90.6250;90 5/8;68-9306-40     ;3.5X16CR DPLX WHT -2;;;;
3430141.003;02/26/2020;02/28/2020;GVT15          ;B;R;R;G85  ;105.7500;105 3/4;34;82.5000;82 1/2;68-6951-40     ;3.5X16 PARALLELS SPICE -2;106.0000;106;68-6951-40     ;3.5X16 PARALLELS SPICE -2
3430183.001;03/02/2020;12/31/1899;GVT15          ;B;L;S;G71  ;48.3750;48 3/8;16;59.7500;59 3/4;68-9307-40     ;3.5X16CR DPLX IVORY -3;48.5000;48 1/2;68-9307-40     ;3.5X16CR DPLX IVORY -3
3430654.001;02/26/2020;12/31/1899;GVT15          ;B;R;R;G85  ;110.7500;110 3/4;36;94.5000;94 1/2;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1;111.0000;111;68-3356-40     ;3.45X16 CRWN/HAMLTN WHITE -1
3430763.003;02/26/2020;02/27/2020;BVT15          ;B;L;L;G85  ;94.7500;94 3/4;31;81.5000;81 1/2;68-9306-41     ;3.5X82.5CR DPLX WHT -2;95.0000;95;68-9306-40     ;3.5X16CR DPLX WHT -2
3430763.006;02/26/2020;02/27/2020;BVT15          ;B;R;R;G85  ;94.7500;94 3/4;31;81.5000;81 1/2;68-9306-41     ;3.5X82.5CR DPLX WHT -2;95.0000;95;68-9306-40     ;3.5X16CR DPLX WHT -2
3431148.001;02/26/2020;02/28/2020;GVT15          ;B;R;S;G71  ;85.6250;85 5/8;28;60.7500;60 3/4;68-9303-40     ;3.5X16CR DPLX ALAB -2;85.7500;85 3/4;68-9303-40     ;3.5X16CR DPLX ALAB -2
3431197.001;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;28.7500;28 3/4;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.002;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;105.7500;105 3/4;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.003;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;162.7500;162 3/4;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.004;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;15.5000;15 1/2;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.005;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;13.7500;13 3/4;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.006;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;161.6250;161 5/8;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.007;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;105.5000;105 1/2;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.008;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;109.3750;109 3/8;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.009;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;162.1250;162 1/8;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431197.01;02/26/2020;02/28/2020;GVT15          ;; ;;;;;0;;;;;124.7500;124 3/4;68-9317-40     ;3.5X16CR DPLX CAROB -3
3431220.001;02/26/2020;02/28/2020;GVT15          ;B;R;R;G85  ;73.7500;73 3/4;24;79.5000;79 1/2;68-3356-41     ;3.45"X82.5" CROWN WHITE -1;74.0000;74;68-3356-41     ;3.45"X82.5" CROWN WHITE -1
3431236.001;02/26/2020;12/31/1899;GVT15          ;; ;;;;;0;;;;;162.6250;162 5/8;02484-82       ;3.5 BRGHTN TOAST BULK
3431236.002;02/26/2020;12/31/1899;GVT15          ;B;R;S;G71  ;104.1250;104 1/8;34;145.8125;145 13/16;02484-82       ;3.5 BRGHTN TOAST BULK;104.2500;104 1/4;02484-82       ;3.5 BRGHTN TOAST BULK
3431236.003;02/26/2020;12/31/1899;GVT15          ;B;R;S;G71  ;108.3750;108 3/8;36;145.8125;145 13/16;02484-82       ;3.5 BRGHTN TOAST BULK;108.5000;108 1/2;02484-82       ;3.5 BRGHTN TOAST BULK
3431236.004;02/26/2020;12/31/1899;GVT15          ;B;R;S;G71  ;161.0000;161;52;146.0625;146 1/16;02484-82       ;3.5 BRGHTN TOAST BULK;161.1250;161 1/8;02484-82       ;3.5 BRGHTN TOAST BULK
3431236.005;02/26/2020;12/31/1899;GVT15          ;B;R;S;G71  ;13.8750;13 7/8;6;146.0625;146 1/16;02484-82       ;3.5 BRGHTN TOAST BULK;14.0000;14;02484-82       ;3.5 BRGHTN TOAST BULK
3431274.001;02/26/2020;02/28/2020;SVT15          ;B;L;R;G85  ;112.7500;112 3/4;36;87.5000;87 1/2;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2;113.0000;113;68-9312-40     ;3.5X16CR DPLX MSTY GRY -2
3431335.001;02/26/2020;02/28/2020;GVT15          ;B;R;S;G71  ;67.7500;67 3/4;22;80.5000;80 1/2;68-9307-41     ;3.5X82.5CR DPLX IVORY -3;67.8750;67 7/8;68-9307-41     ;3.5X82.5CR DPLX IVORY -3
3431379.001;02/26/2020;02/27/2020;BVT15          ;W;R;R;G85  ;79.7500;79 3/4;26;78.5000;78 1/2;68-9014-40     ;3.5X16 STOWE BONE -2;80.0000;80;68-9014-40     ;3.5X16 STOWE BONE -2
3431400.001;02/26/2020;02/28/2020;BVT15          ;W;L;L;G98  ;35.4375;35 7/16;12;83.8750;83 7/8;68-9682-40     ;3.5X16HOMESPUN II S BTRSCTH -3;35.6250;35 5/8;68-9112-40     ;3.5X16HOMESPUN II BTTRSCTH -3
3431400.002;02/26/2020;02/28/2020;BVT15          ;W;R;R;G98  ;35.4375;35 7/16;12;83.8750;83 7/8;68-9682-40     ;3.5X16HOMESPUN II S BTRSCTH -3;35.6250;35 5/8;68-9112-40     ;3.5X16HOMESPUN II BTTRSCTH -3
3431423.001;02/26/2020;02/27/2020;BVT15          ;B;R;R;G85  ;74.2500;74 1/4;24;78.5000;78 1/2;68-3614-40     ;3.5X16 RAPTURE STEEL -2;74.5000;74 1/2;68-3614-40     ;3.5X16 RAPTURE STEEL -2
3431748.011;02/26/2020;02/27/2020;GVT15          ;B;R;R;G98  ;77.4375;77 7/16;25;81.5000;81 1/2;68-9306-41     ;3.5X82.5CR DPLX WHT -2;78.0000;78;68-9306-41     ;3.5X82.5CR DPLX WHT -2
3432000.001;02/26/2020;03/02/2020;BVT15          ;W;L;L;G98  ;45.5625;45 9/16;15;36.8750;36 7/8;68-3770-40     ;3.5X16 CR LKFRST CLYPSO WHEAT4;45.7500;45 3/4;68-3770-40     ;3.5X16 CR LKFRST CLYPSO WHEAT4
3432002.001;02/26/2020;02/27/2020;BVT15          ;B;L;S;G98  ;101.5625;101 9/16;34;49.1250;49 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2;102.1250;102 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2
3432002.002;02/26/2020;02/27/2020;BVT15          ;B;R;S;G98  ;101.5625;101 9/16;34;49.1250;49 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2;102.1250;102 1/8;68-9306-40     ;3.5X16CR DPLX WHT -2
3432002.003;02/26/2020;02/27/2020;BVT15          ;B;L;S;G98  ;71.4375;71 7/16;24;35.0000;35;68-9307-41     ;3.5X82.5CR DPLX IVORY -3;72.0000;72;68-9307-41     ;3.5X82.5CR DPLX IVORY -3
3432002.004;02/26/2020;02/27/2020;BVT15          ;B;R;S;G98  ;69.8125;69 13/16;24;35.0000;35;68-9307-41     ;3.5X82.5CR DPLX IVORY -3;70.3750;70 3/8;68-9307-41     ;3.5X82.5CR DPLX IVORY -3
3432002.005;02/26/2020;02/27/2020;BVT15          ;B;L;S;G98  ;96.4375;96 7/16;32;88.1250;88 1/8;68-9307-40     ;3.5X16CR DPLX IVORY -3;97.0000;97;68-9307-40     ;3.5X16CR DPLX IVORY -3
3432002.006;02/26/2020;02/27/2020;BVT15          ;B;R;S;G98  ;96.4375;96 7/16;32;88.1250;88 1/8;68-9307-40     ;3.5X16CR DPLX IVORY -3;97.0000;97;68-9307-40     ;3.5X16CR DPLX IVORY -3
3432011.001;02/28/2020;03/02/2020;BVT15LVR       ;;; ;G85  ;;;32;57.3750;57 3/8;02484-22       ;3.5 BRGHTN BONE BULK;;;;
3432023.001;02/26/2020;02/27/2020;BVT15          ;B;R;L;G85  ;132.7500;132 3/4;43;60.0000;60;68-9306-40     ;3.5X16CR DPLX WHT -2;133.0000;133;68-9306-40     ;3.5X16CR DPLX WHT -2
3432023.002;02/26/2020;02/27/2020;BVT15          ;B;L;L;G85  ;125.7500;125 3/4;41;60.0000;60;68-9306-40     ;3.5X16CR DPLX WHT -2;126.0000;126;68-9306-40     ;3.5X16CR DPLX WHT -2
3432023.003;02/26/2020;02/27/2020;BVT15          ;B;L;S;G85  ;107.7500;107 3/4;36;60.0000;60;68-9306-40     ;3.5X16CR DPLX WHT -2;108.0000;108;68-9306-40     ;3.5X16CR DPLX WHT -2
3432036.004;02/26/2020;02/27/2020;BVT15          ;B;L;L;G98  ;59.4375;59 7/16;20;45.9375;45 15/16;02484-01       ;3.5 BRGHTN TUNDRA BULK;60.0000;60;02484-01       ;3.5 BRGHTN TUNDRA BULK
3432036.005;02/26/2020;02/27/2020;BVT15          ;B;L;L;G98  ;77.4375;77 7/16;25;81.6875;81 11/16;02484-01       ;3.5 BRGHTN TUNDRA BULK;78.0000;78;02484-01       ;3.5 BRGHTN TUNDRA BULK
3432038.001;02/26/2020;12/31/1899;BVT15          ;W;R;R;G98  ;71.0625;71 1/16;23;77.2500;77 1/4;68-9307-41     ;3.5X82.5CR DPLX IVORY -3;71.2500;71 1/4;68-9307-41     ;3.5X82.5CR DPLX IVORY -3
3432038.002;02/26/2020;12/31/1899;BVT15          ;B;L;R;G98  ;70.6875;70 11/16;23;77.2500;77 1/4;68-9307-41     ;3.5X82.5CR DPLX IVORY -3;71.2500;71 1/4;68-9307-41     ;3.5X82.5CR DPLX IVORY -3
3432038.003;02/26/2020;12/31/1899;BVT15          ;W;R;R;G98  ;73.5625;73 9/16;24;77.2500;77 1/4;68-9307-41     ;3.5X82.5CR DPLX IVORY -3;73.7500;73 3/4;68-9307-41     ;3.5X82.5CR DPLX IVORY -3
