,WorkOrderNumber,DateCreated,DatePrinted,ProductNumber,ControlType,ControlPosition,StackPosition,HeadrailType,TrackWidthNumeric,TrackWidthFraction,LouverQty,FinalLouverLengthNumeric,FinalLouverLengthFraction,LouverComponentNumber,LouverComponentDesc,ValanceBaseWidthNumeric,ValanceBaseWidthFraction,ValanceInsert ComponentNumber,ValanceInsertComponentDesc,,,
2494,3462390.001,03/02/2020,12/31/1899,BVT15          ,W,R,R,G98  ,77.8125,77 13/16,26,80.5,80 1/2,68-3410-40     ,3.5X16 BRUSSELS TOTALLY TAN -1,78,78,68-3410-40     ,3.5X16 BRUSSELS TOTALLY TAN -1,,,FALSO
2411,3461237.001,03/02/2020,12/31/1899,BVT15          ,W,L,L,G85  ,77.75,77 3/4,25,83.25,83 1/4,68-6952-40     ,3.5X16 PARALLELS AMARETTO -2,78,78,68-6952-40     ,3.5X16 PARALLELS AMARETTO -2,,,FALSO
406,3433424.001,02/27/2020,02/28/2020,BVT15LVR       ,,,,G98  ,,,5,96,96,68-3091-40     ,3.5X16 CR FIBER ARMADA 4,,,,,,,FALSO
1321,3448070.003,02/28/2020,12/31/1899,BVT15          ,W,L,L,G85  ,45.875,45 7/8,15,65.5,65 1/2,68-6697-40     ,"'3.5""X16''GRGTOWN-S FLAX -3'",46.125,46 1/8,68-6497-40     ,"'3.5""X16''CRWN GRGTOWN FLAX -3'",,,FALSO
2906,3467379.006,03/02/2020,12/31/1899,SSVT15         ,B,L,L,G85  ,68.25,68 1/4,22,45,45,68-9312-40     ,3.5X16CR DPLX MSTY GRY -2,68.5,68 1/2,68-9312-40     ,3.5X16CR DPLX MSTY GRY -2,,,FALSO
909,3442828.001,02/27/2020,02/27/2020,SSVT15         ,B,R,R,G71  ,100.875,100 7/8,32,97.5,97 1/2,68-3647-40     ,3.5X16 SAFARI QUARRY 4,101,101,68-3647-40     ,3.5X16 SAFARI QUARRY 4,,,FALSO
2282,3460178.001,03/02/2020,12/31/1899,SSVT15         ,W,L,L,G98  ,76.3125,76  5/16,25,83.5,83 1/2,68-9306-40     ,3.5X16CR DPLX WHT -2,76.5,76 1/2,68-9306-41     ,3.5X82.5CR DPLX WHT -2,,,FALSO
1303,3447924.001,03/02/2020,12/31/1899,GVT15          ,B,R,S,G71  ,116.875,116 7/8,38,54.75,54 3/4,68-3893-40     ,3.5X16 WNDW WEAV RICE PAPER -2,117,117,68-3893-40     ,3.5X16 WNDW WEAV RICE PAPER -2,,,FALSO
2793,3465426.002,03/02/2020,12/31/1899,GVT15          ,B,R,S,G71  ,94.125,94 1/8,30,52.125,52 1/8,68-9306-40     ,3.5X16CR DPLX WHT -2,94.25,94 1/4,68-9306-40     ,3.5X16CR DPLX WHT -2,,,FALSO
1417,3449749.001,02/28/2020,02/28/2020,BVT15          ,W,L,L,G85  ,103.75,103 3/4,34,83.5,83 1/2,68-6693-40     ,"'3.5""X16''GRGTOWN-S TWNY -3'",104,104,68-6493-40     ,"'3.5""X16''CRWN GRGTOWN TWNY -3'",,,FALSO
3052,3470280.001,03/02/2020,12/31/1899,GVT15          ,W,R,R,G85  ,78.75,78 3/4,26,81,81,68-3890-40     ,3.5X16 WNDW WEAV MLTNG SNW -2,79,79,68-3890-40     ,3.5X16 WNDW WEAV MLTNG SNW -2,,,FALSO
